店名,住所,緯度,経度,点数,レビュー数,URL
灯 武蔵小杉店 AKARI MUSASHIKOSUGI,Shinmarukomachi Nakahara-Ku ヴィラタルタル-ガ　102 Kawasaki-Shi Kanagawa-ken,35.57934,139.6602,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%81%AF-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-akari-musashikosugi/AeLqAUimSZqgLgSs9i8Uaw
藍屋 武蔵小杉店  Aiya Musashi Kosugi,神奈川県川崎市中原区新丸子東３丁目１１５６－２,35.5736715,139.6617199,4.5,42.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E8%97%8D%E5%B1%8B-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-aiya-musashi-kosugi/pTRkmFZ4RfSbf2aud8VA4w
がブリチキン。武蔵小杉店 Gaburichicken Musashikosugi,2 Chome-907-25 Shinmarukohigashi Nakahara-Ku Kawasaki-Shi Kanagawa-ken,35.577373,139.660694,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%83%95%E3%83%AA%E3%83%81%E3%82%AD%E3%83%B3%E3%80%82%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-gaburichicken-musashikosugi/iYPqm_ssTeu7W1DxpLwi_g
ワンズガーデン 武蔵小杉店 Wang's Garden Musashikosugi,Nakahara-Ku Nakamaruko 1F Kawasaki-Shi Kanagawa-ken,35.5725,139.66298600000002,4.2,72.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%AF%E3%83%B3%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%86%E3%83%B3-%E6%AD%A6%E8%94%B5%E5%B0%8F%E6%9D%89%E5%BA%97-wangs-garden-musashikosugi/f0Ac9TnZRx2phJ8JDc5UHw
原価ビストロBAN！溝の口 Genka Bistro BAN! MIZONOKUCHI,5-Chōme-9-6 Futago Takatsu-Ku Kawasaki Kanagawa  Japan,35.601412399999994,139.6160864,4.2,77.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8E%9F%E4%BE%A1%E3%83%92%E3%82%B9%E3%83%88%E3%83%ADban!%E6%BA%9D%E3%81%AE%E5%8F%A3-genka-bistro-ban!-mizonokuchi/g43q4X41QqauVWoABDNH7Q
マクドナルド ビーンズ武蔵中原店 McDonald's BEANS MUSASHI NAKAHARA,神奈川県川崎市中原区上小田中４－２－１,35.581376,139.640982,4.7,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E3%83%92%E3%83%BC%E3%83%B3%E3%82%B9%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E5%BA%97-mcdonalds-beans-musashi-nakahara/7DKpURPwQByeEmOn-NOyUw
シャグン SHAGHUN,1 Chome-18-12 Mizonokuchi Takatsu-Ku Kawasaki-Shi Kanagawa-Ken  Japan 2F,35.6009064,139.6140035,4.7,171.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A3%E3%82%AF%E3%83%B3-shaghun/pSkhUoKpT3KcQk2lqHKrcg
東京餃子軒 溝の口店 Tokyo Gyoza ken,川崎市高津区 溝口2-6-2 Kawasaki,35.600551,139.6102104,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%B1%E4%BA%AC%E9%A4%83%E5%AD%90%E8%BB%92-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-tokyo-gyoza-ken/7_xckd4PScCFxyRAmk2etg
サンマルクカフェ 溝の口 Saintmarccafe Mizonokuchi,神奈川県川崎市高津区溝口1-8-5 Kanagawa,35.599666,139.6127493,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5%E3%83%B3%E3%83%9E%E3%83%AB%E3%82%AF%E3%82%AB%E3%83%95%E3%82%A7-%E6%BA%9D%E3%81%AE%E5%8F%A3-saintmarccafe-mizonokuchi/r9gq4F24TOGVcj4TEv2hsg
ジョナサン 溝の口駅前店 Jonathan's Mizonokuchi Ekimae,神奈川県川崎市高津区溝口１丁目１－３,35.5988984,139.6116289,4.6,94.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E6%BA%9D%E3%81%AE%E5%8F%A3%E9%A7%85%E5%89%8D%E5%BA%97-jonathans-mizonokuchi-ekimae/8j0RZY7-ShiKHmngOYy3Sw
魚武酒場 UODAKE Sakaba,Nakahara-Ku Kosugimachi 3 Chome Kawasaki-Shi Kanagawa-ken,35.574331,139.658695,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%AD%9A%E6%AD%A6%E9%85%92%E5%A0%B4-uodake-sakaba/6K0r3gQHTsqF0nj2UvViDw
南インドダイニング ラニー South India Dining,神奈川県川崎市中原区北谷町46 さつきビル1F Tokyo,35.5619852,139.67097959999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%8D%97%E3%82%A4%E3%83%B3%E3%83%88%E3%82%BF%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%AF-%E3%83%A9%E3%83%8B%E3%83%BC-south-india-dining/zuP7KC68SGG6w2suk9Ltlg
牛タン木村屋 溝口本店 Gyutan Kimuraya MIZONOKUCHI-HONTEN,1 Chome-11-20 Mizonokuchi Takatsu-Ku 柴原ビル１F Kawasaki-Shi Kanagawa-ken,35.6002593,139.612176,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%89%9B%E3%82%BF%E3%83%B3%E6%9C%A8%E6%9D%91%E5%B1%8B-%E6%BA%9D%E5%8F%A3%E6%9C%AC%E5%BA%97-gyutan-kimuraya-mizonokuchi-honten/zg14hcJHTCKsaJXfaUkevw
べこまる 高津総本家 Bekomaru TAKATSU SOHONKE,Takatsu-Ku Futago 4 Chome−1−２ 中興ビルb1f Kawasaki-Shi Kanagawa-ken,35.602984,139.61689199999998,4.3,129.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%B8%E3%81%93%E3%81%BE%E3%82%8B-%E9%AB%98%E6%B4%A5%E7%B7%8F%E6%9C%AC%E5%AE%B6-bekomaru-takatsu-sohonke/LijCZj7TQSCduPeGXeuHsA
鉄板焼き しょうちゃん Teppanyaki Shochan,2 Chome-13-28 Mizonokuchi Takatsu-Ku ファイブビル溝の口 ２Ｆ Kawasaki-Shi Kanagawa-ken,35.601791999999996,139.613128,4.3,34.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%89%84%E6%9D%BF%E7%84%BC%E3%81%8D-%E3%81%97%E3%82%87%E3%81%86%E3%81%A1%E3%82%83%E3%82%93-teppanyaki-shochan/ZN5IQ0XGTyOYR_LN1IvAuw
キッチンオリジン 高津店 Kitchen Origin Takatsu,神奈川県川崎市高津区二子4-1-5 Kanagawa,35.60292570000001,139.6171003,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E9%AB%98%E6%B4%A5%E5%BA%97-kitchen-origin-takatsu/tpjELe1oTbCMLur0jjNhyw
キッチンオリジン 二子新地 Kitchen Origin Futako Shinchi,神奈川県川崎市高津区諏訪1-8-1 Kanagawa,35.60635190000001,139.62305980000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E4%BA%8C%E5%AD%90%E6%96%B0%E5%9C%B0-kitchen-origin-futako-shinchi/TSfKTKd0R1ai8AveWzr6Hw
てけてけ 溝の口店 Teketeke MIZONOKUCHITENN,神奈川県川崎市高津区溝口1-16-11,35.60077039999999,139.61357859999998,4.3,97.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%A6%E3%81%91%E3%81%A6%E3%81%91-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-teketeke-mizonokuchitenn/y3VlsNKNTRS5O6TR8ghCEQ
マクドナルド 武蔵新城店 McDonald's MUSASHI SHINJO,神奈川県川崎市中原区新城３－２－１６,35.586586,139.629997,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-mcdonalds-musashi-shinjo/9UpEn7QgQ4K78ItzftBY-w
吉野家 溝の口店  Yoshinoya MIZONOKUCHI,神奈川県川崎市高津区溝口1-11-23  ﾀｲﾑﾜﾝﾋﾞﾙ1F,35.60038,139.6117,4.5,213.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-yoshinoya-mizonokuchi/af3fqoznQt-jizkLdJB8KA
溝の口焼肉 にく野郎 Mizonokuchi Yakiniku Nikuyaro,Takatsu-Ku Mizonokuchi 1 Chome−12 永原ビル２F Kawasaki-Shi Kanagawa-ken,35.60053900000001,139.61214099999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%BA%9D%E3%81%AE%E5%8F%A3%E7%84%BC%E8%82%89-%E3%81%AB%E3%81%8F%E9%87%8E%E9%83%8E-mizonokuchi-yakiniku-nikuyaro/1eDHvzwlRUysFvDPvLr_hQ
バーミヤン 東山田駅前店 Bamiyan Higashi Yamada Ekimae,神奈川県横浜市都筑区東山田町９９,35.5536777,139.60802040000002,4.5,88.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%BC%E3%83%9F%E3%83%A4%E3%83%B3-%E6%9D%B1%E5%B1%B1%E7%94%B0%E9%A7%85%E5%89%8D%E5%BA%97-bamiyan-higashi-yamada-ekimae/L8ECK92ETRCK3Pl5UW0Tpw
カレーハウス CoCo壱番屋 港北区日吉中央通り Curry House CoCo Ichibanya Kouhokuku Hiyoshichuodori,神奈川県横浜市港北区日吉本町1-16 ﾏｲｷｬｯｽﾙ日吉1階 Kanagawa,35.5539249,139.6439539,4.6,368.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%83%AC%E3%83%BC%E3%83%8F%E3%82%A6%E3%82%B9-coco%E5%A3%B1%E7%95%AA%E5%B1%8B-%E6%B8%AF%E5%8C%97%E5%8C%BA%E6%97%A5%E5%90%89%E4%B8%AD%E5%A4%AE%E9%80%9A%E3%82%8A-curry-house-coco-ichibanya-kouhokuku-hiyoshichuodori/geeOcwkIR1ihdYzmlaiiwg
松屋 溝の口南口店 Matsuya Mizonokuchi Minamiguchi,神奈川県川崎市高津区久本1-4-10 Kanagawa,35.59867579999999,139.6104081,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%8D%97%E5%8F%A3%E5%BA%97-matsuya-mizonokuchi-minamiguchi/uVctprsCRomSUacLIUyn7A
かつや 川崎梶ケ谷店 Katsuya KAWASAKI KAJIGAYA,神奈川県川崎市高津区下作延4-24-44,35.5972875,139.6035133,4.5,478.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%81%A4%E3%82%84-%E5%B7%9D%E5%B4%8E%E6%A2%B6%E3%82%B1%E8%B0%B7%E5%BA%97-katsuya-kawasaki-kajigaya/yTqAwhu5QOSn-2dpddFMzw
壱角家 溝の口 Ichikakuya Mizonokuchi,神奈川県川崎市高津区溝口2-9-5 トルチェバリ1F Kanagawa,35.6007664,139.6115937,4.2,209.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A3%B1%E8%A7%92%E5%AE%B6-%E6%BA%9D%E3%81%AE%E5%8F%A3-ichikakuya-mizonokuchi/dgx8ofK1Q2CpEETUvY9wFg
三崎丼丸 高津店 Misaki Donmaru Takatsu-ten,川崎市高津区 溝口4-2-1 Kawasaki,35.6034854,139.6171411,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%89%E5%B4%8E%E4%B8%BC%E4%B8%B8-%E9%AB%98%E6%B4%A5%E5%BA%97-misaki-donmaru-takatsu-ten/uQMBI95YSteG186gcMuOMA
松屋 溝の口店  Matsuya Mizonokuchi,神奈川県川崎市高津区溝の口1-18-7 澤木ﾋﾞﾙ1F,35.600881,139.614587,4.4,289.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E5%B1%8B-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-matsuya-mizonokuchi/mbpapYtcTOmnKsYvzkq8iw
大戸屋ごはん処  溝の口店 Ootoya Mizonokuchi,1 Chome-8-5 Mizonokuchi Takatsu-Ku フジモトビル２Ｆ Kawasaki-Shi Kanagawa-ken,35.599651,139.612723,4.5,200.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A7%E6%88%B8%E5%B1%8B%E3%81%93%E3%81%AF%E3%82%93%E5%87%A6-%E6%BA%9D%E3%81%AE%E5%8F%A3%E5%BA%97-ootoya-mizonokuchi/sC54AmpyQKCsWGzvO55S1g
からやま 溝の口 Karayama MIZONOKUCHI,神奈川県川崎市高津区溝口1-14-1,35.600209299999996,139.6138008,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%8B%E3%82%89%E3%82%84%E3%81%BE-%E6%BA%9D%E3%81%AE%E5%8F%A3-karayama-mizonokuchi/GOhpcU7dSWyyXh0jIg1AIg
モスバーガー 武蔵新城店 Mos Burger MUSASHISHINJO,神奈川県川崎市中原区上新城2-14-23 ｱﾄﾞｳﾞｧﾝｽｽｸｴｱ武蔵新城1階,35.5879825,139.6286109,4.5,362.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%A2%E3%82%B9%E3%83%8F%E3%83%BC%E3%82%AB%E3%83%BC-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-mos-burger-musashishinjo/9CIBaLoISWKl0MTJ5cftdQ
伝説のすた丼屋  溝の口 Densetsu no Sutadonya Mizonokuchi,神奈川県川崎市高津区溝口2-8-12,35.6002971,139.61118480000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%BC%9D%E8%AA%AC%E3%81%AE%E3%81%99%E3%81%9F%E4%B8%BC%E5%B1%8B-%E6%BA%9D%E3%81%AE%E5%8F%A3-densetsu-no-sutadonya-mizonokuchi/WII3WLGmQsKBGSvgGQFDxA
マクドナルド 武蔵中原マルエツ店 McDonald's MUSASHI NAKAHARA MARUETSU,神奈川県川崎市中原区下小田中１－２８－１,35.5792816,139.639078,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E6%AD%A6%E8%94%B5%E4%B8%AD%E5%8E%9F%E3%83%9E%E3%83%AB%E3%82%A8%E3%83%84%E5%BA%97-mcdonalds-musashi-nakahara-maruetsu/e4XtNyZCRxKJTopwKAbLCw
マクドナルド 元住吉店 McDonald's MOTOSUMIYOSHI,神奈川県川崎市中原区木月２－３－１,35.564984,139.654624,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%9E%E3%82%AF%E3%83%88%E3%83%8A%E3%83%AB%E3%83%88-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-mcdonalds-motosumiyoshi/zyBtT0jDQVCUWqGjDLmXQA
キッチンオリジン 武蔵新城店 Kitchen Origin Musashishinjo,神奈川県川崎市中原区新城3-8-7 Kanagawa,35.58558520000001,139.63058600000002,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-kitchen-origin-musashishinjo/FAybm5AKQEG7ZXlE0R-EYQ
吉野家 上末吉店 Yoshinoya KAMISUEYOSHI,神奈川県横浜市鶴見区上末吉5-4-18,35.5319424,139.6665738,4.8,36.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%90%89%E9%87%8E%E5%AE%B6-%E4%B8%8A%E6%9C%AB%E5%90%89%E5%BA%97-yoshinoya-kamisueyoshi/pFqRpQuJRqCw_X8PY4YwAw
ステーキガスト 横浜駒岡店 Steak Gusto Yokohama Komaoka,神奈川県横浜市鶴見区駒岡４丁目２９－５,35.5323926,139.6523195,4.6,224.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B9%E3%83%86%E3%83%BC%E3%82%AD%E3%82%AB%E3%82%B9%E3%83%88-%E6%A8%AA%E6%B5%9C%E9%A7%92%E5%B2%A1%E5%BA%97-steak-gusto-yokohama-komaoka/5QcUV1DIRXmVXHsNBTKRYA
デニーズ 綱島東店 Denny's TSUNASHIMAHIGASHI,神奈川県横浜市港北区綱島東２－７－３１,35.5411079,139.6398592,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%86%E3%83%8B%E3%83%BC%E3%82%B9-%E7%B6%B1%E5%B3%B6%E6%9D%B1%E5%BA%97-dennys-tsunashimahigashi/Iy4Ff974Rz6kOaL0E1dyNA
ピザハット 下新城店 Pizza Hut SHIMOSHINNJOU,神奈川県川崎市中原区下新城２−６−１,35.57810139999999,139.6331639,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%82%B5%E3%83%8F%E3%83%83%E3%83%88-%E4%B8%8B%E6%96%B0%E5%9F%8E%E5%BA%97-pizza-hut-shimoshinnjou/sopRqEHlRpybq4IhG6S79w
串カツ田中 武蔵新城店 Kushikatsu Tanaka Musashishinjo,神奈川県川崎市中原区新城3-1-16 Kanagawa,35.5866299,139.63055580000002,4.6,159.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E4%B8%B2%E3%82%AB%E3%83%84%E7%94%B0%E4%B8%AD-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-kushikatsu-tanaka-musashishinjo/jP3eqNmcSHar8R1IeXEvnw
四川麻辣火鍋 天府 平間店 SHISEN MA-RA-HINABE TENFU HIRAMA,Nakahara-Ku Kitayachō Kawasaki-Shi Kanagawa-ken,35.56244,139.670806,4.6,176.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%9B%9B%E5%B7%9D%E9%BA%BB%E8%BE%A3%E7%81%AB%E9%8D%8B-%E5%A4%A9%E5%BA%9C-%E5%B9%B3%E9%96%93%E5%BA%97-shisen-ma-ra-hinabe-tenfu-hirama/5vRhnQ-HRi6LAw1N5SQXeQ
インドレストラン サガルマータ 日吉店 Indian Restaurant Sagarmatha Hiyoshi Store,神奈川県 横浜市 港北区 日吉 7-12-3 Kanagawa,35.5461284,139.65062580000003,4.5,123.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%A4%E3%83%B3%E3%83%88%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B5%E3%82%AB%E3%83%AB%E3%83%9E%E3%83%BC%E3%82%BF-%E6%97%A5%E5%90%89%E5%BA%97-indian-restaurant-sagarmatha-hiyoshi-store/amaruQNVTumlUK3VqvVArg
焼肉 のんちゃん Yakiniku Nonchan,Nakahara-Ku Kizuki 2 Chome−5,35.56460409047,139.65488208423994,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%84%BC%E8%82%89-%E3%81%AE%E3%82%93%E3%81%A1%E3%82%83%E3%82%93-yakiniku-nonchan/cNFo-EboRPGoyh8TLWczhw
太陽のトマト麺 元住吉支店 Taiyo no Tomatomen Motosumiyoshi,川崎市中原区木月3-17-16 アライビル1F Kanagawa,35.56525709999999,139.65078459999998,4.3,109.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%AA%E9%99%BD%E3%81%AE%E3%83%88%E3%83%9E%E3%83%88%E9%BA%BA-%E5%85%83%E4%BD%8F%E5%90%89%E6%94%AF%E5%BA%97-taiyo-no-tomatomen-motosumiyoshi/WPDqDs5vT8uh3Qh1ZkpSQA
デニーズ 南加瀬 Denny's MINAMIKASE,神奈川県川崎市幸区南加瀬３－８－２４,35.5450488,139.6608655,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%86%E3%83%8B%E3%83%BC%E3%82%B9-%E5%8D%97%E5%8A%A0%E7%80%AC-dennys-minamikase/oyu3QFO8SJefwdUcmrFfrA
バハ・マール塚越本店 Baja Mar Tukagoshi Honten,2 Chome-217 Tsukagoshi Saiwai Ward Kawasaki Kanagawa Prefecture,35.544626,139.680969,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8F%E3%83%8F%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%AB%E5%A1%9A%E8%B6%8A%E6%9C%AC%E5%BA%97-baja-mar-tukagoshi-honten/OHoi8iKqSEGcq8MWoGd5tA
ガスト 新川崎明津店  Gusto Shinkawasaki Akutsu,神奈川県川崎市高津区明津２３６－３,35.5670061,139.6376503,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AB%E3%82%B9%E3%83%88-%E6%96%B0%E5%B7%9D%E5%B4%8E%E6%98%8E%E6%B4%A5%E5%BA%97-gusto-shinkawasaki-akutsu/WH6mOH_ATIqVbsk8EgchdA
神保町ビーフ 平間 Jinbocho Beef Hirama,神奈川県川崎市中原区上平間1700-125 Kanagawa,35.5596316,139.6754851,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A5%9E%E4%BF%9D%E7%94%BA%E3%83%92%E3%83%BC%E3%83%95-%E5%B9%B3%E9%96%93-jinbocho-beef-hirama/5B7AEHyFSu6HrdH0-wSgFw
"秘伝つぎたしダレの肉丼屋 肉タローJr.　Special source meat bowl, NIKUTARO Jr.",川崎市中原区 新丸子町743 昭和堂ビル1階,35.58007879999999,139.66068330000002,4.4,67.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E7%A7%98%E4%BC%9D%E3%81%A4%E3%81%8D%E3%81%9F%E3%81%97%E3%82%BF%E3%83%AC%E3%81%AE%E8%82%89%E4%B8%BC%E5%B1%8B-%E8%82%89%E3%82%BF%E3%83%AD%E3%83%BCjr-special-source-meat-bowl-nikutaro-jr/X2es_PoNSDe0z0IftYIpVA
松乃家 武蔵新城店 Matsunoya Musashi Shinjo,神奈川県川崎市中原区新城5-1-3 フクシマビル,35.586835,139.629612,4.5,250.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E6%9D%BE%E4%B9%83%E5%AE%B6-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-matsunoya-musashi-shinjo/3Wq7aVYxRCaFrOHK8wVtRg
夢庵 南加瀬店 Yumean Minami Kase,神奈川県川崎市幸区南加瀬４丁目３０－１５,35.5420965,139.6613878,4.2,45.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%A4%A2%E5%BA%B5-%E5%8D%97%E5%8A%A0%E7%80%AC%E5%BA%97-yumean-minami-kase/wtlknou6RZW-JNEBXt8gXg
銀座コージーコーナー 元住吉店 Ginza Cozy Corner Motosumiyoshi,神奈川県川崎市中原区木月1-26-11,35.5655036,139.6528315,4.7,43.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E9%8A%80%E5%BA%A7%E3%82%B3%E3%83%BC%E3%82%B7%E3%83%BC%E3%82%B3%E3%83%BC%E3%83%8A%E3%83%BC-%E5%85%83%E4%BD%8F%E5%90%89%E5%BA%97-ginza-cozy-corner-motosumiyoshi/i1qfS74jRgGE8yqm9b_qDg
ナポリの窯 武蔵新城店 Naporinokama Musashishinjo,神奈川県川崎市高津区新作6-9-41 Kanagawa,35.5864285,139.62820259999998,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%8A%E3%83%9B%E3%83%AA%E3%81%AE%E7%AA%AF-%E6%AD%A6%E8%94%B5%E6%96%B0%E5%9F%8E%E5%BA%97-naporinokama-musashishinjo/Pnv8OzM-QzWPlV8D_xH_VQ
ピッツェリア レジスタ Pizzeria Regista,2 Chome-2-11 Hiyoshi Kōhoku-Ku サン日吉1F Yokohama-Shi Kanagawa-ken,35.55432800000001,139.646528,4.3,95.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%92%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2-%E3%83%AC%E3%82%B7%E3%82%B9%E3%82%BF-pizzeria-regista/oZHvDRP-TgG3tO4pFLjIuA
こだわりとんかつ 神楽 平間 Kagura Hirama,神奈川県 川崎市 中原区 上平間 1700-125 Kanagawa,35.5596316,139.6754851,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%93%E3%81%9F%E3%82%8F%E3%82%8A%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4-%E7%A5%9E%E6%A5%BD-%E5%B9%B3%E9%96%93-kagura-hirama/FEOt3layRkSWhxwK410AcA
すき家 川崎今井店 Sukiya Kawasaki Imai,川崎市中原区今井西町1-56 Kanagawa,35.577105,139.6496964,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%81%99%E3%81%8D%E5%AE%B6-%E5%B7%9D%E5%B4%8E%E4%BB%8A%E4%BA%95%E5%BA%97-sukiya-kawasaki-imai/ObBODlJEQfapcPjgAkES3A
キッチンオリジン 日吉中央通り店 Kitchen Origin Hiyoshichuodori,神奈川県横浜市港北区日吉本町1-16-20 Kanagawa,35.55388770000001,139.6440797,,,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%AA%E3%83%AA%E3%82%B7%E3%83%B3-%E6%97%A5%E5%90%89%E4%B8%AD%E5%A4%AE%E9%80%9A%E3%82%8A%E5%BA%97-kitchen-origin-hiyoshichuodori/nWVRj3lxR-GgHArpgXaG-A
トラットリア アッペティート TRATTORIA APPETITO,川崎市中原区 小杉町2-276-1 E2 Kawasaki,35.577701,139.656897,4.0,30.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%83%88%E3%83%A9%E3%83%83%E3%83%88%E3%83%AA%E3%82%A2-%E3%82%A2%E3%83%83%E3%83%98%E3%83%86%E3%82%A3%E3%83%BC%E3%83%88-trattoria-appetito/UvJkazYkR-eErvgegDNhCA
ザ ベジタリアン ブッチャー デリバリー ムサシコスギテン The Vegetarian Butcher Delivery musashikosugi,日本、〒 神奈川県川崎市中原区小杉町３丁目４４２−１５,35.57361260345586,139.65793423188308,4.6,31.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B5-%E3%83%98%E3%82%B7%E3%82%BF%E3%83%AA%E3%82%A2%E3%83%B3-%E3%83%95%E3%83%83%E3%83%81%E3%83%A3%E3%83%BC-%E3%83%86%E3%83%AA%E3%83%8F%E3%83%AA%E3%83%BC-%E3%83%A0%E3%82%B5%E3%82%B7%E3%82%B3%E3%82%B9%E3%82%AD%E3%83%86%E3%83%B3-the-vegetarian-butcher-delivery-musashikosugi/5-HqVlfUSg6KSt_paornDw
ジョナサン 綱島店 Jonathan's Tsunashima,神奈川県横浜市港北区箕輪町２丁目５－２５ プレイヤー日吉２Ｆ,35.54463900000001,139.643136,4.7,47.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E3%82%B7%E3%83%A7%E3%83%8A%E3%82%B5%E3%83%B3-%E7%B6%B1%E5%B3%B6%E5%BA%97-jonathans-tsunashima/UT7RGfGhRzS1kHgAcA0dfA
入船 Irifune,川崎市中原区 木月4-23-8 Kawasaki,35.5579993,139.657446,5.0,17.0,https://www.ubereats.com/jp/yokohama/food-delivery/%E5%85%A5%E8%88%B9-irifune/x054XaHWRYeSn7Q0mPPcyg
